Channel Name,Neural Interface Compatible,Metaverse Integration Level,Quantum Computing Topics,Holographic Content Rating,Channel ID,Tecnologia ID
Maxwell-Larson Labs,True,Full,13,4D,467,506
"Murray, Garrison and Washington Network",True,Full,4,3D,468,507
Clarke PLC Labs,True,,19,1D,469,508
"Jimenez, Moreno and Hull Network",True,Basic,16,1D,470,509
Alexander and Sons Studios,False,,14,4D,471,510
Simmons and Sons Labs,True,Full,13,3D,114,511
Simmons and Sons Labs,True,Full,13,3D,472,512
"Myers, Brewer and Jones Labs",True,Advanced,6,1D,473,513
Madden Inc Labs,False,Full,20,3D,474,514
Wilson PLC Labs,True,Basic,6,4D,475,515
Wilson PLC Labs,True,Basic,6,4D,3179,516
"Mercer, Carter and Snyder Labs",False,,17,3D,476,517
Murray Inc Network,True,Basic,9,1D,477,518
Murray Inc Network,True,Basic,9,1D,2829,519
Walker-Frazier Network,False,,13,4D,478,520
Zamora and Sons Hub,False,Basic,4,3D,479,521
Fields-Robinson Labs,False,,3,3D,480,522
"Dominguez, Hoffman and Nguyen Network",False,Basic,16,1D,481,523
"Parker, Nunez and Ramirez Labs",False,Basic,6,4D,482,524
Maldonado-Gilbert Studios,True,Basic,16,2D,483,525
Dunlap and Sons Studios,True,,8,3D,484,526
Franklin-Miller Labs,True,Full,19,4D,485,527
"Green, Johnson and Clark Studios",True,Basic,8,1D,486,528
Galvan LLC Labs,True,Advanced,4,1D,487,529
Daniels Group Hub,True,,2,1D,488,530
Watts LLC Studios,True,Basic,2,4D,489,531
Morgan Group Studios,False,Basic,17,2D,490,532
"Ford, Sanchez and Hill Hub",True,Basic,7,2D,491,533
"Brown, Fernandez and Williams Network",False,Full,0,4D,492,534
"Suarez, Martinez and Miller Network",True,Advanced,16,4D,493,535
"Potts, Duncan and Greene Network",True,,2,3D,494,536
"Schmidt, Walters and Alexander Hub",True,,14,3D,495,537
Swanson LLC Hub,True,Basic,4,1D,496,538
"Thompson, Elliott and Ramirez Studios",True,Full,12,1D,497,539
Rivera PLC Studios,False,Basic,0,1D,498,540
Rivera PLC Studios,False,Basic,0,1D,2958,541
Romero-Cunningham Studios,False,Basic,3,1D,499,542
"Adams, Padilla and Lawrence Studios",False,Basic,9,2D,500,543
Thompson-Fitzpatrick Network,True,Advanced,2,1D,501,544
"Valentine, Casey and Brown Hub",True,Basic,6,1D,502,545
"Keller, Cortez and Mendoza Labs",False,Full,1,4D,503,546
Smith-Thomas Hub,False,Basic,20,3D,504,547
"Martin, Dorsey and Wright Labs",False,Full,12,3D,505,548
Morris-Webb Network,False,,9,4D,506,549
Lucas-Baird Hub,False,Full,7,2D,507,550
Gonzalez-Whitney Hub,True,,20,3D,508,551
Blackwell Group Hub,False,Basic,12,2D,509,552
Scott-Burton Network,True,Basic,10,1D,510,553
"Young, Morris and Moon Network",True,Basic,16,3D,511,554
Salazar-Mendoza Hub,True,,20,1D,512,555
Stephens Group Labs,True,Advanced,10,3D,513,556
Clark-Ford Network,False,Full,4,2D,514,557
"Thompson, Moss and Barnes Hub",False,Advanced,3,3D,515,558
Ward Ltd Labs,True,,4,1D,516,559
Torres Group Hub,True,Advanced,7,2D,517,560
Stewart-Mills Network,True,,20,1D,518,561
Mitchell-Walker Hub,True,Basic,15,4D,519,562
"Fisher, Castro and Gonzalez Labs",True,Full,18,4D,520,563
Foster-Brown Network,True,,6,2D,521,564
"Jacobs, Love and Mcgrath Network",True,,5,4D,522,565
Huffman-Hodges Labs,True,Full,18,2D,523,566
"Hughes, Stevens and Davidson Hub",True,Advanced,13,4D,524,567
"Parker, Gonzales and Ross Labs",False,,20,2D,525,568
Brown Inc Studios,False,,2,2D,526,569
"Carney, Hampton and Mcgrath Network",True,Advanced,7,4D,527,570
"Wright, Johnson and Jones Network",False,Full,1,4D,528,571
Mendoza Group Hub,False,Full,9,1D,529,572
Golden-Brennan Labs,False,,13,2D,530,573
Green Inc Studios,False,,6,4D,531,574
Simmons-Jones Studios,True,Full,13,1D,532,575
Maxwell Ltd Labs,False,Advanced,19,2D,533,576
"Hunt, Delacruz and Bailey Network",False,Full,13,2D,534,577
"Flores, Smith and Haas Studios",False,Full,3,3D,535,578
"Johnson, Snyder and Robertson Studios",True,,0,4D,536,579
Meadows-Whitaker Studios,False,Full,1,2D,537,580
Jones-Gray Hub,False,,7,3D,538,581
Morgan Inc Hub,True,Full,10,2D,539,582
Aguilar Group Network,True,Advanced,1,1D,540,583
Frank-Rivera Studios,True,,8,1D,541,584
Gray-Peterson Network,True,Advanced,14,3D,542,585
"Henderson, Bolton and Jones Labs",True,Full,7,3D,543,586
Webb-Stevens Network,False,,16,1D,544,587
"Brown, Harper and Brandt Network",True,Full,9,4D,545,588
Hooper Group Labs,False,Full,14,4D,546,589
"Swanson, Johnson and Aguirre Labs",True,,0,2D,547,590
"Ortega, Adams and Bautista Labs",True,Advanced,12,3D,548,591
Davis-Morales Hub,False,,11,2D,549,592
Buchanan Ltd Network,True,Full,7,1D,550,593
"Wilson, Hayes and Quinn Labs",True,,2,2D,551,594
"Gibson, Rogers and Thomas Studios",True,Full,19,4D,552,595
Chen and Sons Labs,True,Advanced,2,2D,553,596
"Calderon, Parker and Oliver Network",True,,15,1D,554,597
Wells Ltd Hub,True,Full,6,1D,555,598
"White, Cohen and Kelly Studios",True,,14,4D,556,599
Tate Ltd Studios,False,Basic,11,2D,557,600
Copeland Ltd Studios,True,,4,2D,558,601
Cline-Cameron Labs,True,Full,18,3D,559,602
Rose LLC Hub,True,Full,6,3D,560,603
Gregory-Ross Studios,True,Basic,19,2D,561,604
Shelton-King Labs,False,Advanced,4,1D,562,605
Thomas Inc Hub,True,Advanced,20,3D,563,606
"Schmidt, Johnson and Dominguez Studios",True,,14,2D,564,607
Simmons LLC Labs,True,Basic,12,3D,565,608
Clark Group Labs,True,Advanced,18,2D,566,609
Clark Group Labs,True,Advanced,18,2D,3084,610
Fernandez-Johnson Labs,True,Advanced,16,3D,567,611
"Peters, Sutton and Martinez Network",True,Advanced,11,4D,568,612
Stephens PLC Network,False,,20,4D,569,613
Sloan-Cox Network,True,Full,2,2D,570,614
Rodriguez LLC Hub,True,,0,3D,571,615
Conley-Gregory Labs,False,Basic,16,4D,572,616
Lewis Group Studios,False,Advanced,11,2D,573,617
Lewis Group Studios,False,Advanced,11,2D,2585,618
"Wagner, Miller and Franco Labs",False,Full,5,3D,574,619
Holmes Ltd Hub,True,Basic,13,1D,575,620
"Williams, Garcia and Turner Hub",False,,17,1D,576,621
Butler-Williamson Hub,False,Advanced,17,2D,577,622
Henderson-Frazier Hub,True,Advanced,7,4D,578,623
Parker-Rodriguez Studios,True,Basic,5,4D,579,624
"Thomas, Baker and Davis Labs",False,Full,17,2D,580,625
Stephenson-Hanson Network,True,,5,2D,581,626
Johnson LLC Network,True,Full,13,3D,582,627
Johnson LLC Network,True,Full,13,3D,3817,628
Tucker Group Network,False,Full,2,1D,583,629
Cruz LLC Labs,False,Full,18,1D,584,630
Cruz LLC Labs,False,Full,18,1D,4493,631
Smith LLC Studios,False,Full,7,3D,585,632
Arnold Inc Studios,False,Advanced,2,3D,586,633
"Scott, Richardson and Weaver Labs",True,Full,13,2D,587,634
Jacobs LLC Hub,False,,4,1D,588,635
"Washington, Skinner and Drake Labs",False,Basic,15,2D,589,636
"Guzman, Caldwell and Lin Network",True,,20,3D,590,637
"Carpenter, Schultz and West Hub",True,Full,14,2D,591,638
"Miles, Collins and Woodard Studios",True,Full,3,1D,592,639
"Green, Burns and Velasquez Hub",True,Full,19,4D,593,640
"Kaiser, Navarro and Kerr Hub",True,Full,11,4D,594,641
Scott LLC Network,False,Advanced,5,2D,595,642
Scott LLC Network,False,Advanced,5,2D,1862,643
Brown Inc Network,True,Full,18,4D,596,644
Walker PLC Hub,False,Basic,5,1D,597,645
Medina Group Labs,False,Full,10,3D,598,646
Johnson-Butler Network,True,Basic,0,4D,599,647
Garcia-Rogers Hub,True,Full,17,2D,600,648
Medina Inc Studios,True,,20,3D,601,649
Young-Martinez Studios,False,Advanced,18,1D,602,650
Lewis-Myers Labs,False,Basic,2,1D,603,651
West-Shelton Network,False,Full,7,1D,604,652
Wood-Cole Studios,False,,12,4D,605,653
Ayala-Brown Hub,False,,6,1D,606,654
"Pearson, Mckinney and King Hub",True,Basic,11,3D,607,655
Mercer PLC Hub,True,Full,5,1D,608,656
"Smith, Young and Woodward Labs",False,Advanced,12,2D,609,657
Morris-Young Network,False,Basic,11,1D,610,658
"Washington, Brown and Lee Labs",True,Advanced,10,1D,611,659
"Miller, Snyder and Bentley Hub",True,Full,5,1D,612,660
"Henry, Harmon and Gross Network",True,Basic,5,1D,613,661
"Butler, Pratt and Watkins Hub",False,Advanced,2,1D,614,662
Frye-Sanders Labs,False,,19,1D,615,663
Allen-Williams Labs,True,Basic,14,4D,616,664
"Patterson, Hill and Robbins Hub",False,Full,6,1D,617,665
Rivera-Reed Labs,False,Basic,19,4D,618,666
Peterson LLC Hub,True,Basic,14,4D,619,667
Gutierrez Inc Network,True,Advanced,19,4D,620,668
Gutierrez Inc Network,True,Advanced,19,4D,2081,669
"Williams, Romero and Parrish Studios",False,Full,17,4D,621,670
"Cisneros, Potter and Barrett Hub",True,Full,6,1D,622,671
"Ramsey, Roberts and Murphy Network",False,Full,4,3D,623,672
Ortega-Vincent Hub,True,,19,4D,624,673
"Lee, Wilkerson and Smith Network",False,Advanced,12,2D,625,674
Lopez-Meyer Studios,False,Full,6,3D,626,675
Hernandez-Powers Labs,False,Advanced,10,3D,627,676
"Bailey, Shepard and Perez Studios",False,Advanced,16,2D,628,677
House Ltd Studios,False,Full,1,4D,629,678
"Johnson, Simpson and Goodwin Network",True,Advanced,7,1D,630,679
Hunt Ltd Labs,False,Full,17,1D,631,680
Boyd-Davis Network,True,Basic,16,4D,632,681
"Thomas, Smith and Crosby Labs",False,Advanced,20,2D,633,682
White-Peterson Hub,False,,18,2D,634,683
Miller-Fitzgerald Labs,True,Advanced,19,1D,635,684
Powell Inc Studios,True,Advanced,11,1D,636,685
"Gomez, Ball and Mann Hub",True,Full,19,3D,637,686
Choi Group Network,False,Basic,11,2D,638,687
Wallace Inc Network,False,Basic,20,3D,639,688
"Murphy, Taylor and Price Labs",False,Full,15,3D,640,689
Sanchez-Peterson Labs,False,,6,2D,641,690
"Miles, Sharp and King Network",False,,4,1D,642,691
Rodriguez-Haley Network,True,Full,10,2D,643,692
Miller Inc Hub,False,Basic,12,4D,644,693
Nelson Inc Studios,True,Basic,9,1D,645,694
Mason-Williams Studios,True,,11,3D,646,695
Jones-Watts Studios,False,Full,0,3D,647,696
"Anderson, Smith and Sutton Hub",True,Basic,15,4D,648,697
"Harris, Jimenez and Lee Studios",False,,8,1D,649,698
"Hill, Scott and Garcia Studios",False,Full,9,2D,650,699
Harper Inc Studios,True,Basic,2,4D,651,700
Chapman Ltd Labs,False,Advanced,14,1D,652,701
Garcia-Johnson Studios,True,Full,20,2D,653,702
"Burnett, Adams and Carrillo Studios",False,,3,1D,654,703
"Gray, Smith and Williams Network",True,Basic,3,2D,655,704
"Maldonado, Miles and Townsend Labs",True,Advanced,17,4D,656,705
Rodriguez-Mccormick Network,True,,9,4D,657,706
Joseph Ltd Studios,False,Advanced,4,3D,658,707
Frazier-Martin Hub,True,Full,13,1D,659,708
"Parsons, Martinez and Manning Network",False,Advanced,3,3D,660,709
"Flores, Johnson and Cook Network",True,Advanced,13,4D,661,710
Moore-Clarke Network,False,Basic,17,3D,662,711
"Hernandez, Thompson and Mcgee Studios",True,Basic,5,2D,663,712
Anderson-Ferguson Labs,True,Advanced,13,3D,664,713
Andrade-Holder Studios,False,Basic,11,2D,665,714
Smith-Barton Studios,True,,13,1D,666,715
"Miller, Reynolds and Moore Hub",False,Basic,5,1D,667,716
Wilson and Sons Labs,False,Advanced,11,3D,668,717
Wilson and Sons Labs,False,Advanced,11,3D,2007,718
"Webb, Parker and Chavez Hub",True,Basic,17,1D,669,719
White LLC Network,True,Basic,7,4D,670,720
Smith Group Hub,True,Advanced,11,3D,671,721
Smith Group Hub,True,Advanced,11,3D,2557,722
"Jefferson, May and Hall Network",False,,14,3D,672,723
Daugherty Inc Hub,True,Full,10,2D,673,724
Torres-Stewart Hub,True,Advanced,6,3D,674,725
Anderson LLC Network,True,Basic,5,1D,675,726
Anderson LLC Network,True,Basic,5,1D,2830,727
Sutton-Burch Labs,False,Full,20,3D,676,728
Villanueva Inc Network,True,,2,3D,677,729
Smith-Nelson Hub,False,Full,11,2D,678,730
"Johnson, Malone and Matthews Hub",False,Full,9,4D,679,731
Gregory-Fuller Labs,False,Basic,18,4D,680,732
Hale-Hansen Labs,True,Advanced,4,2D,681,733
"Johnson, Knight and Adams Hub",False,Advanced,4,2D,682,734
Dorsey LLC Network,True,Advanced,1,1D,683,735
Maxwell-Scott Studios,False,,2,1D,684,736
Harris-Williams Hub,False,,6,2D,685,737
Green-Vaughan Network,False,,17,3D,686,738
Caldwell Group Network,True,Full,17,4D,687,739
Caldwell Group Network,True,Full,17,4D,1230,740
Bennett-Gillespie Network,True,Basic,1,4D,688,741
Velasquez Inc Network,True,,8,3D,689,742
Jones Inc Labs,True,Full,11,4D,690,743
Patrick Inc Studios,False,,9,2D,691,744
Manning-Lopez Network,False,Advanced,16,2D,692,745
Patterson LLC Studios,False,Basic,7,4D,693,746
Patterson LLC Studios,False,Basic,7,4D,3909,747
Charles-Rhodes Network,True,Basic,6,4D,694,748
"Olson, Ramos and Williams Hub",True,,16,1D,695,749
"Rodgers, Harris and Cole Labs",False,Basic,19,3D,696,750
"Mosley, Mccarty and Rose Labs",False,Advanced,7,1D,697,751
Barber-Ramos Labs,True,Advanced,13,2D,698,752
Johnson and Sons Hub,False,Advanced,10,1D,699,753
Mendoza-Branch Labs,True,Full,17,2D,700,754
Nelson-Martin Studios,False,,6,1D,701,755
Mcdaniel Inc Hub,True,Full,6,1D,702,756
"Alvarado, Beck and Singh Network",False,Full,18,1D,703,757
"Morales, Krueger and Blake Network",True,Basic,2,3D,704,758
Richards Ltd Studios,False,,16,3D,705,759
Savage-Sims Studios,False,Advanced,15,3D,706,760
Villanueva-Crawford Labs,False,Advanced,20,2D,707,761
Smith-Phillips Studios,False,Advanced,1,4D,708,762
Kramer LLC Network,False,,11,2D,709,763
"Watkins, Peterson and Hunt Labs",False,Full,2,2D,710,764
Glass-Ferguson Network,False,Advanced,7,3D,711,765
Harper-Clark Network,False,,6,4D,712,766
Odonnell-Haynes Studios,False,,15,2D,713,767
Good-Jones Hub,True,Full,9,1D,714,768
Jones Ltd Hub,False,Full,10,2D,137,769
Jones Ltd Hub,False,Full,10,2D,715,770
Garner-Hendricks Hub,True,Basic,5,3D,716,771
"Coleman, Martinez and Johnston Labs",False,Advanced,3,3D,717,772
Colon Ltd Studios,False,Basic,14,1D,718,773
"Berg, Williams and Gilbert Hub",True,Advanced,17,2D,719,774
"Gonzalez, Leonard and Ramsey Network",True,,9,3D,720,775
"Huber, Soto and Brown Studios",False,Basic,5,4D,721,776
"Conner, Lewis and Carter Network",True,Full,3,1D,722,777
Silva-Franklin Labs,True,Basic,13,4D,723,778
Bautista-Rodriguez Network,True,Advanced,12,1D,724,779
Owens-Sweeney Hub,False,,2,4D,725,780
"Jackson, Ball and Ryan Network",True,Full,1,3D,726,781
Archer LLC Studios,True,Basic,6,3D,727,782
"Foster, Hart and Roberts Hub",True,,17,4D,728,783
Davis-Fuentes Hub,False,Advanced,20,2D,729,784
Anderson Inc Labs,True,Basic,18,2D,730,785
"Cortez, Salazar and Davis Studios",True,Full,17,1D,731,786
Miller-Green Labs,True,Advanced,2,4D,732,787
Hodges-Anderson Hub,True,Advanced,0,2D,733,788
Myers-Garza Labs,False,Full,8,1D,734,789
"Clayton, Rollins and Jarvis Labs",False,Advanced,9,3D,735,790
"Kim, Brown and Peterson Hub",False,,17,3D,736,791
Anderson-Smith Labs,False,Full,7,1D,737,792
Callahan-Nunez Hub,True,Full,10,4D,738,793
Anthony-Reed Labs,False,Full,19,3D,739,794
Hayes-Carter Hub,False,Basic,14,1D,740,795
"Casey, Perez and Hall Network",False,Full,9,4D,741,796
Conley Ltd Hub,False,Full,7,4D,742,797
"Johnson, Taylor and Rodriguez Studios",False,,16,1D,743,798
Johnson and Sons Studios,True,,8,3D,744,799
Johnson and Sons Studios,True,,8,3D,2066,800
Johnson and Sons Studios,True,,8,3D,3715,801
"Mcmahon, Stephens and Gutierrez Hub",True,,19,2D,745,802
Allen Inc Studios,True,Advanced,2,3D,746,803
Allen Inc Studios,True,Advanced,2,3D,748,804
Allen Inc Studios,True,Advanced,2,3D,4126,805
Aguilar-Adams Hub,True,Advanced,10,2D,747,806
Allen Inc Studios,True,Advanced,2,1D,746,807
Allen Inc Studios,True,Advanced,2,1D,748,808
Allen Inc Studios,True,Advanced,2,1D,4126,809
Perez LLC Network,True,Full,14,1D,749,810
Bartlett LLC Network,False,Advanced,3,2D,750,811
Kim-Alexander Labs,True,Basic,6,1D,751,812
"Harris, Robinson and Garcia Labs",True,,1,3D,752,813
Francis Ltd Labs,False,Advanced,13,2D,753,814
"Mendez, Guerrero and Johnson Studios",True,Basic,3,1D,754,815
"Montgomery, King and Klein Studios",True,Full,6,1D,755,816
White-Lopez Studios,True,Basic,3,2D,756,817
White-Lopez Studios,True,Basic,3,2D,4523,818
Shelton-Sanchez Network,True,Basic,3,1D,757,819
Tanner Inc Studios,True,Advanced,5,1D,758,820
"Proctor, Woodard and Sutton Labs",True,Full,12,2D,759,821
Mendez PLC Studios,False,Advanced,13,1D,760,822
White-Jackson Studios,True,,12,1D,761,823
Roberts Ltd Network,True,,15,2D,762,824
Miller Inc Network,True,Advanced,12,2D,763,825
Jimenez-Harris Hub,False,Basic,10,2D,764,826
Schaefer LLC Labs,True,Basic,8,1D,765,827
Armstrong PLC Hub,False,Advanced,1,1D,766,828
"Moreno, Freeman and Parrish Network",False,Basic,2,2D,767,829
Lowery and Sons Studios,False,Advanced,11,1D,768,830
"Mccarthy, Reynolds and Johnson Labs",False,Full,18,2D,769,831
Smith-Harris Studios,True,Full,14,3D,770,832
Smith-Harris Studios,True,Full,14,3D,2331,833
"Nicholson, Delgado and Sharp Network",False,,6,4D,771,834
Robinson-Webb Studios,False,Basic,11,4D,772,835
Friedman LLC Network,True,Full,18,1D,773,836
King-Wagner Studios,False,,17,4D,774,837
Ramirez-Rivera Studios,True,Full,4,1D,775,838
Buckley-Fuller Studios,True,Full,10,4D,776,839
Soto and Sons Hub,True,Advanced,4,3D,777,840
Bradford-Ross Studios,True,Basic,2,3D,778,841
Price Group Studios,False,Full,3,3D,779,842
"Mejia, Miles and Sims Studios",False,Basic,13,1D,780,843
Brown-Martinez Studios,True,Advanced,7,2D,781,844
"Cook, Wood and Snyder Hub",False,Full,20,2D,782,845
Hernandez Group Hub,True,,8,4D,783,846
"Cooper, Howell and Monroe Labs",True,Full,12,4D,784,847
Rodriguez PLC Hub,False,Full,10,2D,785,848
Rodriguez PLC Hub,False,Full,10,2D,3346,849
Sanders-Ruiz Hub,True,Full,0,1D,786,850
"Shannon, Webster and Dudley Hub",True,,3,4D,787,851
Jordan Ltd Network,False,Advanced,20,3D,788,852
Thompson and Sons Labs,False,,9,3D,789,853
Carroll-Fox Hub,True,,12,3D,790,854
Baker Ltd Labs,True,,3,4D,791,855
Baker Ltd Labs,True,,3,4D,4646,856
"Rosales, Mendoza and Mendoza Labs",True,Full,19,2D,792,857
Fox Ltd Hub,True,Advanced,9,2D,793,858
Nichols and Sons Network,False,Basic,6,4D,794,859
Gibson Group Labs,True,Full,17,4D,795,860
Williams-Wells Network,True,Full,14,1D,796,861
Gamble-Gentry Studios,False,Advanced,5,4D,797,862
Johns and Sons Network,True,Basic,13,1D,798,863
Bentley-Smith Hub,True,,0,1D,799,864
Brown-Hodges Hub,True,Basic,14,1D,800,865
"King, Taylor and Jenkins Studios",True,Advanced,3,3D,801,866
Miller PLC Labs,True,,15,2D,802,867
West and Sons Network,False,Advanced,12,3D,803,868
"Clark, Griffin and Thomas Studios",True,Advanced,9,1D,804,869
"Sanders, Sparks and Cox Network",True,Basic,6,1D,805,870
"Marks, Rogers and Hanson Labs",True,Advanced,14,4D,806,871
"Delgado, Lopez and Camacho Network",False,Full,7,4D,807,872
Sweeney Group Network,True,Full,3,2D,808,873
Faulkner-Arias Network,False,Advanced,3,2D,809,874
Roman PLC Network,True,Basic,10,4D,810,875
"Gray, Bell and Montgomery Labs",False,Basic,18,2D,811,876
Dickerson-Lyons Studios,False,,7,3D,812,877
Graham-Hooper Network,True,Advanced,13,3D,813,878
"Petty, Keller and Anthony Studios",False,,20,3D,814,879
Washington-Mayer Network,True,,13,3D,815,880
Flores Inc Labs,True,,12,4D,816,881
Garcia-Garza Labs,True,Full,18,1D,817,882
"Strickland, Henson and Harris Labs",False,Basic,12,2D,818,883
White-Rangel Hub,True,Basic,15,3D,819,884
Howard PLC Labs,True,Full,18,3D,820,885
"Mcneil, Gilbert and Smith Labs",True,Advanced,7,4D,821,886
Leonard-Holland Network,False,Basic,19,2D,822,887
Hamilton Group Hub,True,,9,3D,823,888
Spencer LLC Hub,True,,15,2D,824,889
"Wright, Zimmerman and King Labs",False,,19,2D,825,890
"Navarro, Mclean and Hopkins Studios",False,Basic,14,3D,826,891
Sosa Inc Studios,True,Advanced,3,3D,827,892
"Boyd, James and Preston Hub",True,Basic,20,2D,828,893
Golden-Williams Hub,True,,4,2D,829,894
"Lopez, Jones and Thomas Hub",True,Full,7,2D,830,895
"Smith, Sexton and Valdez Labs",False,Full,16,1D,831,896
Farley-Bennett Network,True,,0,2D,832,897
Parker-Morris Studios,True,,13,4D,833,898
Wong-Owens Studios,False,,5,2D,834,899
Johnson-Campbell Network,True,Full,10,4D,835,900
Hunter LLC Labs,False,Full,17,3D,836,901
"Liu, Allen and Griffin Studios",True,Basic,11,3D,837,902
Gregory-Cole Network,True,Basic,20,4D,838,903
Adkins Group Studios,False,Advanced,16,3D,839,904
Reese-Faulkner Labs,True,Full,4,3D,840,905
Glenn and Sons Studios,True,Basic,17,4D,841,906
Glenn and Sons Studios,True,Basic,17,4D,4012,907
Martin-Harris Network,True,,1,3D,842,908
Cunningham Group Studios,False,,19,1D,843,909
Cunningham Group Studios,False,,19,1D,4361,910
Brown-Montgomery Studios,True,,18,1D,844,911
Bowman Ltd Network,False,,8,4D,845,912
Robinson-Pennington Network,False,Basic,17,2D,846,913
Lee-Hayes Labs,False,,11,3D,847,914
Chan-Clayton Hub,True,,6,3D,848,915
Wade-Eaton Labs,True,Advanced,2,2D,849,916
Phillips PLC Labs,False,Advanced,11,3D,850,917
