Channel Name,Total Videos,Total Subscribers,Members Count,AI Generated Content (%),Engagement Score,Content Value Index,Channel ID
Gibbs-Hill Labs,66,7149177,133145,82,113027.79,33.7,362
"Brown, Jones and Hines Labs",52,8352789,40424,82,132056.78,36.5,363
"Jenkins, Johnson and Hopkins Hub",111,8811162,134980,99,139303.61,41.6,364
"Murphy, Garza and Cortez Network",70,6012260,437809,44,95053.24,27.2,365
"Camacho, Bell and Pena Hub",311,1322896,422785,55,20914.86,24.9,366
"Duncan, Campbell and Freeman Studios",56,2758253,480171,32,43607.71,15.2,367
"Munoz, Brown and Mitchell Labs",417,8279646,447813,95,130900.4,40.4,368
"Nguyen, Porter and Harris Hub",119,2354135,351787,99,37218.64,36.7,369
Sandoval-Underwood Network,465,3492074,24416,22,55209.35,8.0,370
Duarte Ltd Labs,341,6734097,463511,0,106465.42,7.699999999999999,371
Manning-Dudley Hub,96,1756979,31099,7,27777.67,13.999999999999998,372
Garcia-Garcia Studios,449,7388896,394583,70,116817.72,21.7,373
Rivera PLC Labs,256,4467072,165254,1,70623.97,2.3999999999999995,374
"Walsh, Lopez and Wells Studios",85,3158575,494819,94,49936.76,32.4,375
"Novak, Mendez and Smith Studios",355,2592884,370025,41,40993.24,23.5,376
Carroll LLC Network,343,9685628,258582,56,153128.83,25.9,377
Carroll LLC Network,343,9685628,258582,56,153128.83,25.9,1299
"Jones, Brown and Allen Hub",278,6152881,481789,49,97276.45,25.2,378
Gordon PLC Hub,469,6487607,151787,32,102568.43,19.4,379
Gordon PLC Hub,469,6487607,151787,32,102568.43,19.4,2201
Thompson-Alvarez Network,400,5477816,19918,46,86603.74,24.3,380
"Brown, Lopez and Gonzalez Labs",451,9992512,168114,0,157980.64,4.199999999999999,381
Baker Inc Studios,413,2352024,185626,69,37185.27,29.1,382
"Ford, Jones and Ramirez Hub",223,1865224,71694,70,29489.01,22.4,383
"Wood, Anderson and Haynes Studios",230,1488473,31826,23,23532.61,16.0,384
Collins-Snow Labs,446,9457001,290211,40,149514.26,25.3,385
Jones-Phillips Labs,494,9420944,204209,15,148944.21,4.5,386
"Cantrell, Wiley and Wang Labs",274,6662961,495571,4,105340.76,9.599999999999998,387
Pierce-Barnes Hub,74,5456160,306433,8,86261.36,12.9,388
Hunt Ltd Hub,70,7801444,155192,1,123340.07,4.499999999999999,389
"Branch, Anderson and Moore Network",179,1560017,195705,64,24663.72,24.1,390
"Benson, Alvarado and Abbott Studios",354,3130296,472889,28,49489.67,11.2,391
Irwin-Ryan Hub,378,5279114,397033,31,83462.28,17.699999999999996,392
"Morris, Howard and Reed Hub",500,8668667,282123,92,137050.78,27.6,393
Daugherty-Mosley Hub,141,4481067,339841,11,70845.23,8.899999999999999,394
Bowman PLC Network,427,6165830,35455,1,97481.17,5.9,395
"Pearson, Wilson and Eaton Studios",423,8255046,421422,88,130511.47,38.3,396
Shepherd-Nash Labs,79,1037773,346586,57,16407.09,26.2,397
Contreras Group Studios,207,2698913,188510,0,42669.55,6.3,398
"Castillo, Kim and Brandt Hub",442,8438961,445137,61,133419.15,19.0,399
Yates-Reid Network,230,7237005,115894,22,114416.34,6.6,400
Rice Group Studios,441,2590413,462282,43,40954.18,16.4,401
Booth-Hamilton Labs,179,6490987,265644,39,102621.87,23.6,402
"Meyer, Hall and Armstrong Network",102,5662457,143057,58,89522.89,17.4,403
Lee PLC Studios,395,5291834,417074,99,83663.38,38.1,404
Knight-Washington Labs,370,236780,282425,64,3743.47,25.5,405
Cline-Burton Network,74,6595770,479644,61,104278.48,23.9,406
"Gallagher, Cisneros and Shaw Labs",479,8904134,450270,1,140773.49,2.3999999999999995,407
Ward-Phillips Labs,318,2641873,428888,94,41767.75,36.6,408
"Howard, Henderson and Nelson Network",404,218195,186277,6,3449.64,8.1,409
Payne-Porter Studios,170,7369949,339930,11,116518.17,3.3,410
Oconnor Ltd Studios,198,9190459,417612,100,145300.26,30.0,411
Shepherd LLC Hub,152,8280328,129067,60,130911.18,22.2,412
"Thomas, Norris and Mahoney Studios",334,1019960,431827,54,16125.47,21.8,413
Mooney-Burns Labs,160,5405780,80326,0,85464.85,11.2,414
"Lloyd, Vincent and Ali Hub",422,2266036,255504,43,35825.81,22.7,415
"Garcia, Garcia and Hall Labs",155,10610,227567,66,167.74,23.3,416
Bell Ltd Network,485,4958974,302293,40,78400.9,23.9,417
"Olsen, Baker and Trevino Studios",73,7256347,114073,23,114722.14,13.2,418
Mcmillan Group Network,150,9739137,212292,57,153974.81,17.799999999999997,419
Lawrence-Hopkins Hub,233,5793220,84330,73,91590.24,35.2,420
Adams Group Network,448,7278268,67626,58,115068.71,20.9,421
Adams Group Network,448,7278268,67626,58,115068.71,20.9,1458
Pierce-Fields Labs,439,9107286,367240,89,143985.3,33.7,422
Campbell Inc Labs,481,2537430,64696,82,40116.52,37.9,423
Pratt-Simmons Studios,380,493794,421218,17,7806.83,6.5,424
Reyes-Calderon Labs,235,1350779,462840,47,21355.68,27.4,425
Myers PLC Studios,430,7151227,418023,93,113060.2,37.7,426
Long-Gordon Labs,420,8981116,74064,14,141990.57,6.3,427
Hoover Inc Labs,185,4554806,59936,9,72011.04,9.7,428
"Merritt, Oliver and Bates Network",111,8468322,239578,27,133883.34,14.4,429
Graves-Mason Labs,188,8650903,12196,19,136769.93,16.2,430
"Cannon, Salazar and Santana Network",167,201567,179455,29,3186.75,18.5,431
"Ford, Andrade and Gomez Studios",292,4239543,197091,36,67026.76,12.2,432
Lee PLC Labs,145,7037240,181667,9,111258.08,10.4,433
"Prince, Allen and Holt Hub",379,5351104,423892,2,84600.43,6.9,434
Roberson Group Studios,235,4803864,98436,92,75948.62,40.2,435
Robertson-Mann Network,301,1600033,422858,5,25296.37,4.3,436
Strong-Scott Network,463,5293712,11217,20,83693.07,15.8,437
Thomas LLC Network,85,556480,91991,11,8797.89,8.899999999999999,438
"Stafford, Melendez and Vaughn Hub",417,8559775,196988,71,135329.21,22.7,439
Mack Group Studios,187,6580947,41100,74,104044.13,29.2,440
Mack Group Studios,187,6580947,41100,74,104044.13,29.2,459
Sanchez LLC Hub,400,2140571,6394,41,33842.22,12.3,441
Sanchez LLC Hub,400,2140571,6394,41,33842.22,12.3,4742
Hunter-Young Labs,64,5007456,438311,22,79167.39,6.6,442
Baxter-Bennett Labs,62,6875602,425328,79,108702.6,36.3,443
Hendricks Group Network,327,1804601,197725,56,28530.57,25.9,444
Butler Inc Labs,74,8703066,239569,63,137594.62,22.4,445
Hernandez Inc Studios,266,7920235,333237,18,125218.14,5.4,446
Rivera-Wall Labs,215,6202888,247324,16,98067.05,7.6,447
Thompson-Rogers Hub,279,1664745,395912,1,26319.46,7.999999999999999,448
Francis Group Labs,461,3869269,184340,58,61172.77,31.4,449
Mendoza-Mack Labs,175,2727599,237043,4,43123.07,12.4,450
Fisher LLC Hub,392,8946633,120415,88,141445.39,36.9,451
Ayers-Snow Hub,64,8052866,272053,50,127315.03,17.1,452
Wilson LLC Studios,133,6848708,189511,4,108277.41,2.6,5
Wilson LLC Studios,133,6848708,189511,4,108277.41,2.6,453
Wilson LLC Studios,133,6848708,189511,4,108277.41,2.6,3202
Henson-Brown Labs,54,7923975,332864,85,125277.27,27.6,454
Young-Townsend Hub,128,3881495,483809,83,61366.06,34.7,455
"Marshall, Cunningham and Brown Studios",471,5592063,22454,38,88409.97,24.0,456
"Whitney, Jenkins and Neal Studios",286,1907000,479215,83,30149.48,24.9,457
Martinez and Sons Hub,103,5027100,208279,85,79477.96,38.8,458
Mack Group Studios,127,2807728,82994,10,44389.91,13.5,440
Mack Group Studios,127,2807728,82994,10,44389.91,13.5,459
Ramirez-Love Network,64,4087219,483854,58,64618.53,20.9,460
Lewis-Bridges Studios,185,9568494,438711,19,151276.96,16.2,461
Kelly PLC Labs,371,7865580,416911,18,124354.05,17.299999999999997,462
"Baker, Davis and Hawkins Hub",390,8907600,357220,95,140828.29,32.7,463
"Bird, Young and Bowman Labs",442,4184254,91193,14,66152.65,5.6,464
Soto-Stokes Network,252,2436386,436283,39,38519.02,20.8,465
Acosta Group Hub,371,3715126,324004,50,58735.78,18.5,466
Maxwell-Larson Labs,93,6029793,119240,76,95330.44,31.9,467
"Murray, Garrison and Washington Network",257,1257954,205209,25,19888.13,10.3,468
Clarke PLC Labs,96,7627479,26769,71,120589.7,34.6,469
"Jimenez, Moreno and Hull Network",305,5839963,429701,14,92329.25,15.4,470
Alexander and Sons Studios,183,7672431,216178,80,121300.39,33.8,471
Simmons and Sons Labs,227,6743075,387936,16,106607.36,13.9,114
Simmons and Sons Labs,227,6743075,387936,16,106607.36,13.9,472
"Myers, Brewer and Jones Labs",484,8962029,338443,64,141688.8,23.4,473
Madden Inc Labs,84,3551497,167499,44,56148.82,27.2,474
Wilson PLC Labs,216,8415920,161569,14,133054.87,8.399999999999999,475
Wilson PLC Labs,216,8415920,161569,14,133054.87,8.399999999999999,3179
"Mercer, Carter and Snyder Labs",326,4525990,492888,94,71555.46,40.1,476
Murray Inc Network,255,9211850,433768,30,145638.45,15.3,477
Murray Inc Network,255,9211850,433768,30,145638.45,15.3,2829
Walker-Frazier Network,122,1193213,446096,23,18864.58,16.0,478
Zamora and Sons Hub,270,6050736,31492,24,95661.55,10.0,479
Fields-Robinson Labs,488,6167842,399381,64,97512.98,21.3,480
"Dominguez, Hoffman and Nguyen Network",494,8987610,322468,5,142093.24,12.7,481
"Parker, Nunez and Ramirez Labs",219,2527673,446631,21,39962.26,10.5,482
Maldonado-Gilbert Studios,256,9427080,341438,56,149041.22,28.0,483
Dunlap and Sons Studios,194,8098636,223474,48,128038.65,20.0,484
Franklin-Miller Labs,162,3795131,334780,95,60000.65,41.8,485
"Green, Johnson and Clark Studios",116,4758880,120066,15,75237.43,10.1,486
Galvan LLC Labs,402,7794268,203289,95,123226.62,31.3,487
Daniels Group Hub,228,9639571,186559,23,152400.68,8.299999999999999,488
Watts LLC Studios,468,9206945,218644,70,145560.9,22.4,489
Morgan Group Studios,75,8070871,323590,73,127599.68,33.8,490
"Ford, Sanchez and Hill Hub",281,2033860,343466,80,32155.13,28.9,491
"Brown, Fernandez and Williams Network",105,7614354,335989,30,120382.19,9.0,492
"Suarez, Martinez and Miller Network",500,342315,451860,57,5411.97,28.3,493
"Potts, Duncan and Greene Network",293,5048278,205889,70,79812.78,22.4,494
"Schmidt, Walters and Alexander Hub",236,3088211,100631,0,48824.31,9.8,495
Swanson LLC Hub,235,4959443,455796,87,78408.31,28.9,496
"Thompson, Elliott and Ramirez Studios",59,2182961,456668,82,34512.4,33.0,497
Rivera PLC Studios,289,9777513,360003,16,154581.53,4.8,498
Rivera PLC Studios,289,9777513,360003,16,154581.53,4.8,2958
Romero-Cunningham Studios,416,5068124,19139,5,80126.55,3.6,499
"Adams, Padilla and Lawrence Studios",302,3649619,307732,11,57700.12,9.6,500
Thompson-Fitzpatrick Network,50,7020300,327791,31,110990.26,10.7,501
"Valentine, Casey and Brown Hub",143,9354364,269987,87,147891.58,30.3,502
"Keller, Cortez and Mendoza Labs",454,3953050,138693,56,62497.33,17.5,503
Smith-Thomas Hub,78,9473264,405347,42,149771.38,26.6,504
"Martin, Dorsey and Wright Labs",474,6797411,125807,5,107466.4,9.9,505
Morris-Webb Network,274,6628272,104399,100,104792.33,36.3,506
Lucas-Baird Hub,204,1482732,121648,8,23441.85,7.299999999999999,507
Gonzalez-Whitney Hub,325,311189,80159,19,4919.87,19.7,508
Blackwell Group Hub,391,6813481,280267,77,107720.47,31.5,509
Scott-Burton Network,476,7507768,305226,99,118697.08,36.7,510
"Young, Morris and Moon Network",154,3696673,260779,40,58444.04,23.2,511
Salazar-Mendoza Hub,108,2501316,140339,68,39545.56,34.4,512
Stephens Group Labs,370,1172098,72563,47,18530.76,21.1,513
Clark-Ford Network,84,1777098,123851,49,28095.75,17.5,514
"Thompson, Moss and Barnes Hub",214,790074,323881,64,12490.99,21.3,515
Ward Ltd Labs,454,9484234,90521,61,149944.81,21.1,516
Torres Group Hub,50,8463556,351161,11,133807.99,8.2,517
Stewart-Mills Network,58,4212977,162188,21,66606.76,20.3,518
Mitchell-Walker Hub,200,5810975,120855,32,91870.95,20.1,519
"Fisher, Castro and Gonzalez Labs",60,5814403,7872,22,91925.14,19.2,520
Foster-Brown Network,410,6455740,447893,14,102064.62,8.399999999999999,521
"Jacobs, Love and Mcgrath Network",432,979057,495575,83,15478.8,28.4,522
Huffman-Hodges Labs,375,9655942,426365,4,152659.5,13.8,523
"Hughes, Stevens and Davidson Hub",155,2668563,478931,73,42189.72,31.0,524
"Parker, Gonzales and Ross Labs",221,1229656,144027,77,19440.74,37.1,525
Brown Inc Studios,426,770169,467519,95,12176.3,29.9,526
"Carney, Hampton and Mcgrath Network",125,9672412,53927,26,152919.89,12.7,527
"Wright, Johnson and Jones Network",346,114400,180616,76,1808.65,23.5,528
Mendoza Group Hub,64,8296472,132485,34,131166.41,16.5,529
Golden-Brennan Labs,54,6011816,69346,72,95046.22,30.7,530
Green Inc Studios,340,7069334,53681,40,111765.48,16.2,531
Simmons-Jones Studios,113,3165736,309423,25,50049.98,16.6,532
Maxwell Ltd Labs,138,4371195,406666,95,69108.17,41.8,533
"Hunt, Delacruz and Bailey Network",54,9283178,49784,1,146766.14,9.4,534
"Flores, Smith and Haas Studios",115,7719993,434662,47,122052.34,16.2,535
"Johnson, Snyder and Robertson Studios",352,7982031,352969,46,126195.13,13.8,536
Meadows-Whitaker Studios,275,4626435,323825,48,73143.49,15.099999999999998,537
Jones-Gray Hub,411,1670237,490796,58,26406.28,22.3,538
Morgan Inc Hub,262,5015639,493481,5,79296.76,8.5,539
Aguilar Group Network,105,7918639,87020,73,125192.91,22.6,540
Frank-Rivera Studios,337,7878520,493692,47,124558.63,19.7,541
Gray-Peterson Network,116,5756788,445313,97,91014.26,38.9,542
"Henderson, Bolton and Jones Labs",128,3768106,435243,34,59573.39,15.099999999999998,543
Webb-Stevens Network,371,7163945,356854,24,113261.27,18.4,544
"Brown, Harper and Brandt Network",387,8848843,85918,66,139899.34,26.1,545
Hooper Group Labs,274,863056,73610,79,13644.83,33.5,546
"Swanson, Johnson and Aguirre Labs",423,4513581,400210,66,71359.28,19.8,547
"Ortega, Adams and Bautista Labs",402,9792554,119072,25,154819.32,15.9,548
Davis-Morales Hub,395,6877283,79621,59,108729.17,25.4,549
Buchanan Ltd Network,345,311870,419112,27,4930.63,13.0,550
"Wilson, Hayes and Quinn Labs",61,1420169,262885,70,22452.73,22.4,551
"Gibson, Rogers and Thomas Studios",190,3632244,29237,20,57425.42,19.3,552
Chen and Sons Labs,112,7703633,84100,33,121793.69,11.3,553
"Calderon, Parker and Oliver Network",466,7210079,14475,22,113990.65,17.1,554
Wells Ltd Hub,131,5821549,239834,53,92038.12,20.1,555
"White, Cohen and Kelly Studios",372,8629381,27442,75,136429.67,32.3,556
Tate Ltd Studios,123,6970503,36117,5,110202.97,9.2,557
Copeland Ltd Studios,196,37802,96850,7,597.65,4.9,558
Cline-Cameron Labs,340,8509870,32659,95,134540.21,41.1,559
Rose LLC Hub,215,4188257,346954,42,66215.93,16.799999999999997,560
Gregory-Ross Studios,219,923618,285600,36,14602.31,24.1,561
Shelton-King Labs,102,8761358,265991,13,138516.22,6.699999999999999,562
Thomas Inc Hub,202,7968669,170436,16,125983.88,18.8,563
"Schmidt, Johnson and Dominguez Studios",50,6603663,463290,45,104403.27,23.3,564
Simmons LLC Labs,331,8462890,434180,50,133797.47,23.4,565
Clark Group Labs,216,7900214,191112,75,124901.61,35.1,566
Clark Group Labs,216,7900214,191112,75,124901.61,35.1,3084
Fernandez-Johnson Labs,74,6450269,71436,40,101978.12,23.2,567
"Peters, Sutton and Martinez Network",130,9644976,325350,51,152486.13,23.0,568
Stephens PLC Network,174,6880672,140152,31,108782.75,23.3,569
Sloan-Cox Network,225,1770987,25952,79,27999.13,25.1,570
Rodriguez LLC Hub,245,4593862,166514,24,72628.51,7.199999999999999,571
Conley-Gregory Labs,183,2508496,254219,12,39659.08,14.8,572
Lewis Group Studios,456,9679056,230173,86,153024.93,33.5,573
Lewis Group Studios,456,9679056,230173,86,153024.93,33.5,2585
"Wagner, Miller and Franco Labs",448,2677571,180702,63,42332.14,22.4,574
Holmes Ltd Hub,480,1634437,18840,75,25840.29,31.6,575
"Williams, Garcia and Turner Hub",282,861899,233691,51,13626.54,27.2,576
Butler-Williamson Hub,147,9830679,114889,5,155422.08,13.4,577
Henderson-Frazier Hub,489,8326219,8757,79,131636.71,28.6,578
Parker-Rodriguez Studios,456,9820573,343462,12,155262.3,7.1,579
"Thomas, Baker and Davis Labs",226,5112125,389605,89,80822.2,38.6,580
Stephenson-Hanson Network,283,7918607,401965,10,125192.4,6.5,581
Johnson LLC Network,413,8403517,170142,35,132858.78,19.6,582
Johnson LLC Network,413,8403517,170142,35,132858.78,19.6,3817
Tucker Group Network,294,9554648,193318,28,151058.05,9.8,583
Cruz LLC Labs,483,9885171,308765,8,156283.59,15.0,584
Cruz LLC Labs,483,9885171,308765,8,156283.59,15.0,4493
Smith LLC Studios,419,6206744,24036,14,98128.02,9.1,585
Arnold Inc Studios,351,4534480,247946,64,71689.69,20.6,586
"Scott, Richardson and Weaver Labs",207,9259342,449146,79,146389.29,32.8,587
Jacobs LLC Hub,117,4057585,39903,36,64150.02,13.599999999999998,588
"Washington, Skinner and Drake Labs",427,2839169,68448,26,44886.98,18.3,589
"Guzman, Caldwell and Lin Network",387,2665690,215518,12,42144.3,17.6,590
"Carpenter, Schultz and West Hub",362,2661901,442453,13,42084.4,13.7,591
"Miles, Collins and Woodard Studios",499,4375238,95721,54,69172.09,18.3,592
"Green, Burns and Velasquez Hub",481,3292901,247930,73,52060.44,35.2,593
"Kaiser, Navarro and Kerr Hub",491,7085999,356001,75,112028.95,30.2,594
Scott LLC Network,366,9812093,222071,35,155128.23,14.0,595
Scott LLC Network,366,9812093,222071,35,155128.23,14.0,1862
Brown Inc Network,134,7986500,430321,71,126265.79,33.9,596
Walker PLC Hub,246,9651467,466886,25,152588.75,11.0,597
Medina Group Labs,174,3117651,459750,92,49289.76,34.599999999999994,598
Johnson-Butler Network,429,3810768,335657,18,60247.87,5.4,599
Garcia-Rogers Hub,50,212077,252000,53,3352.92,27.8,600
Medina Inc Studios,158,5107554,9643,52,80749.93,29.6,601
Young-Martinez Studios,399,7047982,230964,13,111427.91,16.5,602
Lewis-Myers Labs,345,27017,163364,8,427.14,3.8,603
West-Shelton Network,347,582159,489910,81,9203.88,29.2,604
Wood-Cole Studios,323,2866123,65085,14,45313.13,12.599999999999998,605
Ayala-Brown Hub,233,3778072,365695,31,59730.95,13.499999999999998,606
"Pearson, Mckinney and King Hub",88,9257103,5169,50,146353.9,22.7,607
Mercer PLC Hub,284,4095829,433599,93,64754.66,31.4,608
"Smith, Young and Woodward Labs",172,6100706,401065,15,96451.57,12.9,609
Morris-Young Network,51,42288,9181,37,668.57,18.8,610
"Washington, Brown and Lee Labs",443,6495098,77529,44,102686.87,20.2,611
"Miller, Snyder and Bentley Hub",480,7149353,234115,7,113030.57,5.6,612
"Henry, Harmon and Gross Network",368,8558966,210890,67,135316.42,23.6,613
"Butler, Pratt and Watkins Hub",107,3096035,489273,76,48948.01,24.2,614
Frye-Sanders Labs,394,6713127,75889,68,106133.88,33.7,615
Allen-Williams Labs,289,9395461,455504,95,148541.32,38.3,616
"Patterson, Hill and Robbins Hub",298,1284903,329468,35,20314.19,14.7,617
Rivera-Reed Labs,323,3140228,235636,74,49646.7,35.5,618
Peterson LLC Hub,413,4550511,168238,26,71943.13,17.599999999999998,619
Gutierrez Inc Network,444,7787606,306111,92,123121.29,40.9,620
Gutierrez Inc Network,444,7787606,306111,92,123121.29,40.9,2081
"Williams, Romero and Parrish Studios",194,8148310,441148,59,128823.99,29.6,621
"Cisneros, Potter and Barrett Hub",140,6745724,350567,97,106649.24,33.3,622
"Ramsey, Roberts and Murphy Network",454,5704905,103648,81,90193.99,27.1,623
Ortega-Vincent Hub,328,6291856,378396,60,99473.63,31.3,624
"Lee, Wilkerson and Smith Network",75,2531308,47142,0,40019.73,8.399999999999999,625
Lopez-Meyer Studios,265,4039451,347012,41,63863.33,16.5,626
Hernandez-Powers Labs,216,5188197,14993,37,82024.89,18.1,627
"Bailey, Shepard and Perez Studios",356,7465290,129257,76,118025.51,34.0,628
House Ltd Studios,221,6984170,183742,1,110419.05,1.0,629
"Johnson, Simpson and Goodwin Network",453,9937462,261692,74,157110.3,27.1,630
Hunt Ltd Labs,439,8600052,195359,78,135965.98,35.3,631
Boyd-Davis Network,335,3238495,353620,25,51200.29,18.7,632
"Thomas, Smith and Crosby Labs",64,270769,123268,14,4280.83,18.2,633
White-Peterson Hub,466,1628516,63011,96,25746.68,41.4,634
Miller-Fitzgerald Labs,124,9601267,38820,4,151795.09,14.499999999999998,635
